Серия,Блеск при 60 град,Условная вязкость,ΔE,ΔL,Δa,Цветовое различие между партиями ΔЕ d/8,Δb,Время сушки,"Пиковая температура металла, °С",Толщина  для грунта,Адгезия,Стойкость к растворителям,Визуальный контроль поверхности,Внешний вид,Количество выкрасок с партии,Unnamed: 16,Степень перетира,Твердого вещества по объему,Грунт,Толщина пленки жидк.,Толщина для эмали/лака/чернил,Теоретический расход,Прочность при изгибе,Стойкость к обратному удару,Твердость по карандашу,Прочность растяжения по Эриксену,Блеск,Плотность,Массовая доля нелетучих веществ
,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение
п.45018 от 20.10.25 до 20.04.26,,"77,00000",,,,,,"12,00000",,,,"30,00000",Без дефектов,,,,,,,,"4,00000",,,,,,,"0,99000","34,80000"
п.45019 от 21.10.25 до 21.04.26,"91,40000","122,50000",,,,,,"12,00000",,,,"10,00000",Без дефектов,,,,,,,,"5,00000",,,,,,,"0,99000","37,90000"
п.45020 от 27.10.25 до 27.04.26,"88,00000","70,00000",,,,,,"480,00000",,,,"20,00000",Без дефектов,,"3,00000",,"7,00000",,,,"8,00000",,"1,5",,,,,"1,45000","71,70000"
п.45021 от 23.10.25 до 23.04.26,"41,20000","87,00000","0,35500","0,32100","0,07300",,"0,13200","30,00000","232,00000","5,93000",,"120,00000",Без дефектов,,,"1,72903","24,00000","48,82813",РРМ 310,"36,94592","18,04000","46,38173","1,5","10,00000",H,"7,00000",,"1,25000","67,25000"
п.45022 от 27.10.25 до 27.04.26,"37,22000","96,00000","0,47729","0,43700","-0,08100",,"0,17400","55,00000","232,00000","5,00000","1,00000","110,00000",Без дефектов,,,"1,44639",,"43,11563",РРМ 310,"41,74820","18,00000","44,69532","1,5","10,00000",F,"7,00000",,"1,09000","58,25000"
п.45024 от 22.10.25 до 22.04.26,,,,,,,,"25,00000","232,00000",,,,,,,,"11,00000",,,,"19,98000",,,,,,,,
п.45026 от 22.10.25 до 22.04.26,,,,,,,,"25,00000","232,00000",,,,,,,,"8,00000",,,,"20,36000",,,,,,,,
п.45027 от 01.11.25 до 01.05.26,,"80,00000",,,,,,"47,00000","232,00000",,,"55,00000",Без дефектов,,"2,00000",,,"100,00000",,"14,00000","14,00000",,"3,5",,,,,,"61,00000"
п.45028 от 20.10.25 до 20.10.27,,,,,,,,,,,,,,,,,"95,00000",,,,,,,,,,,"2,01000",
п.45029 от 28.10.25 до 28.04.26,"2,00000","95,00000","0,57000","0,53300","0,06100",,"-0,19400","30,00000","232,00000","6,00000",,"120,00000",Без дефектов,,,"1,48835",,"49,31364",РРМ 310,"36,50106","18,00000","43,07125","1,5","10,00000",H,"7,00000",,"1,18000","62,20000"
п.45030 от 21.10.25 до 21.10.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,98000","57,55000"
п.45031 от 23.10.25 до 23.04.26,"22,60000","103,00000","0,16100","0,16000","0,01000",,"0,00700","35,00000","249,00000","14,69000",,"110,00000",,,,,,,Полиуретановый,,"22,60000",,0,"12,00000",H,"7,00000",,"1,16000","64,25000"
п.45032 от 30.10.25 до 30.04.26,,"69,50000",,,,,,"25,00000","224,00000","22,00000",,"30,00000",Без дефектов,,"2,00000","1,58330","21,00000",,,,,"62,42408","1,5",,,,,"1,17000","55,80000"
п.45033 от 21.10.25 до 21.04.26,,,,,,,,"26,00000","232,00000",,,,,,,,"13,00000",,,,"19,81000",,,,,,,,
п.45034 от 22.10.25 до 22.04.26,"38,60000","85,00000","0,18300","-0,03200","0,10500",,"0,14600","32,00000","232,00000","5,02000",,"120,00000",Без дефектов,,,"1,67141","23,00000","43,32625",РРМ 310,"41,79914","18,11000","48,90010","1,5","10,00000",H,"7,00000",,"1,19000","61,90000"
п.45035 от 28.10.25 до 28.04.26,"35,00000","96,00000","0,37000","-0,36800","0,03100",,"0,02500","28,00000","232,00000","6,00000","1,00000","110,00000",Без дефектов,,"2,00000","2,20364","25,00000","48,75500",РРМ 310,"38,97036","19,00000","57,91031","1,5","10,00000",F,"7,00000",,"1,48000","72,30000"
п.45036 от 24.10.25 до 24.04.26,,"119,00000",,,,,,"38,00000","249,00000","24,00000","1,00000","50,00000",Без дефектов,Белый цвет жидкого продукта,"1,00000",,,,,,,,,,,,,"1,21000","57,40000"
п.45037 от 22.10.25 до 22.04.26,"37,10000","91,00000","0,31400","-0,14700","-0,12500",,"-0,24800","32,00000","232,00000","6,00000",,"110,00000",Без дефектов,,,"1,66996","27,00000","48,60750",РРМ 310,"41,14591","20,00000","50,37581","1,5","10,00000",H,"6,00000",,"1,22000","66,30000"
п.45038 от 24.10.25 до 24.04.26,"43,00000","82,00000","0,30000","-0,13700","-0,02700",,"0,26500","30,00000","232,00000","5,30000",,"120,00000",Без дефектов,,,"1,55860","26,00000","47,36500",РРМ 310,"38,57279","18,27000","44,70282","1,5","10,00000",H,"7,00000",,"1,16000","63,70000"
п.45039 от 22.10.25 до 22.10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,34000",
п.45040 от 21.10.25 до 21.04.26,"15,36000","91,00000","0,36533","0,36100","-0,05600",,"0,00300","32,00000","232,00000","6,00000","1,00000","110,00000",Без дефектов,,,"1,71226","21,00000","42,02500",РРМ 310,"43,78346","18,40000","51,35377","1,5","30,00000",HB,"7,00000",,"1,20000","61,35000"
п.45041 от 24.10.25 до 24.10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,35000",
п.45042 от 24.10.25 до 24.04.26,"3,90000","116,00000","0,24900","-0,01300","-0,16400",,"-0,18600","28,00000","232,00000","5,00000",,"110,00000",Без дефектов,,"2,00000","1,60456",,"51,06534",Полиэфирный 1311Т34 ALBA,"38,38220","19,60000","47,97775","1,5","10,00000",F,"7,00000",,"1,25000","65,55000"
п.45044 от 24.10.25 до 24.04.26,"100,00000","76,00000",,,,,,"12,00000",,"6,00000",,"40,00000",Без дефектов,,,,,,D'LAC WEF 3020,,"3,00000",,,,,,,"1,02000","38,40000"
п.45045 от 23.10.25 до 23.04.26,"40,30000","87,00000","0,21400","-0,08300","-0,05300",,"0,19000","30,00000","232,00000","5,23000",,"120,00000",Без дефектов,,,"1,74655","25,33333","53,72125",РРМ 310,"33,28292","17,88000","43,79841","1,5","10,00000",H,"7,00000",,"1,29000","71,30000"
п.45046 от 22.10.25 до 22.04.26,,"78,00000",,,,,,"12,00000",,,,"30,00000",Без дефектов,,"3,00000",,,,,,"5,00000",,,,,,,"0,97000","34,70000"
п.45047 от 24.10.25 до 24.10.27,,,,,,"0,42500",,,,,,,,,,,"60,00000",,,,,,,,,,,"1,74000","83,30000"
п.45049 от 21.10.25 до 21.04.26,,,,,,,,,,,,,,Соответствует,,,,,,,,,,,,,,,
п.45050 от 22.10.25 до 22.04.26,,"63,00000",,,,,,"25,00000","232,00000","6,00000",,,Без дефектов,,,"1,53604","17,00000","39,63182",,"15,13935",,"17,25886",,,,,,"1,14000","53,40000"
п.45052 от 23.10.25 до 23.04.26,"86,60000","141,00000",,,,,,"12,00000",,,,"10,00000",Без дефектов,,"3,00000",,"8,00000",,,,"5,00000",,1,,,,,"1,41000","63,20000"
п.45053 от 21.10.25 до 21.04.26,,,,,,,,"26,00000","232,00000",,,,,,,,"11,00000",,,,"19,82000",,,,,,,,
п.45054 от 21.10.25 до 21.04.26,,,,,,,,"25,00000","232,00000",,,,,,,,"5,00000",,,,"19,81000",,,,,,,,
п.45055 от 23.10.25 до 23.04.26,"9,00000","80,00000",,,,,,"10,00000",,"6,00000",,"40,00000",Без дефектов,,,,,,D'LAC WET 1020 HV,,,,,,,,,"1,05000","44,30000"
п.45056 от 22.10.25 до 22.10.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,02000","66,50000"
п.45058 от 24.10.25 до 24.04.26,"37,50000","94,00000","0,23200","0,03600","0,04100",,"-0,22600","30,00000","232,00000","5,49000",,"120,00000",Без дефектов,,"2,00000","1,93655","29,00000","46,21813",РРМ 310,"39,44340","18,23000","52,18520","1,5","10,00000",H,"7,00000",,"1,33000","67,65000"
п.45060 от 23.10.25 до 23.04.26,"38,30000","94,00000","0,14000","0,08400","0,03000",,"0,10800","30,00000","232,00000","5,96000",,"120,00000",Без дефектов,,,"1,60251","26,00000","45,30250",РРМ 310,"39,11175","17,69000","45,28499","1,5","10,00000",H,"7,00000",,"1,17000","62,60000"
п.45062 от 22.10.25 до 22.04.26,"40,00000","80,00000","0,47700","0,46800","-0,03400","0,16700","0,08300","29,00000","224,00000",,,"120,00000",Без дефектов,,,"1,91795","29,00000","46,04500",РРМ 310,"36,92040","17,00000","48,44750",1,"16,00000",F,"7,00000",,"1,32000","67,30000"
п.45063 от 22.10.25 до 22.04.26,"7,00000","63,00000",,,,,,"25,00000","232,00000","6,00000",,,Без дефектов,,,"1,53390","19,00000","39,76136",,"15,09003",,"17,20263",,,,,,"1,14000","53,50000"
п.45065 от 23.10.25 до 23.04.26,"38,40000","116,50000","0,48600","0,27600","0,40600",,"-0,30000","36,00000","249,00000","24,00000",,"110,00000",Без дефектов,,,"1,60236",,"49,83636",PPU 331,"48,15761","24,00000","59,71543","1,5","10,00000",H,,,"1,24000","64,40000"
п.45066 от 23.10.25 до 23.04.26,,,,,,,,"25,00000","232,00000",,,,,,,,"10,00000",,,,"20,23000",,,,,,,,
п.45067 от 21.10.25 до 21.04.26,,,,,,,,,,,,,,"Прозрачная, без посторонних включений",,,,,,,,,,,,,,"0,80000",
п.45068 от 23.10.25 до 23.04.26,"38,90000","99,00000","0,32100","0,16100","0,15400",,"-0,23100","32,00000","232,00000","6,00000","1,00000","110,00000",Без дефектов,,"2,00000","1,63267","30,00000","44,61375",РРМ 310,"40,34631","18,00000","47,05848","1,5","10,00000",F,"7,00000",,"1,18000","62,45000"
п.45069 от 27.10.25 до 27.04.26,"38,40000","92,00000","0,19500","0,18500",,,"-0,06200","28,00000","235,00000","5,12000",,"120,00000",Без дефектов,,"2,00000","1,66591","30,00000","47,21375",РРМ 310,"38,97170","18,40000","47,08560","1,5","10,00000",H,"7,00000",,"1,21000","65,10000"
п.45070 от 23.10.25 до 23.04.26,"41,70000","87,00000","0,39800","0,37000","-0,10000",,"-0,10800","30,00000","232,00000","4,69000",,"120,00000",Без дефектов,,,"1,68099","25,00000","46,00375",РРМ 310,"39,12725","18,00000","47,05721","1,5","10,00000",H,"7,00000",,"1,21000","64,30000"
п.45071 от 27.10.25 до 27.04.26,"37,62000","98,00000","0,37303","0,21900","0,19800",,"0,22800","28,00000","235,00000","5,55000",,"120,00000",Без дефектов,,"2,00000","1,65397","25,00000","42,91750",РРМ 310,"42,84965","18,39000","49,61920","1,5","10,00000",H,"7,00000",,"1,18000","61,30000"
п.45072 от 22.10.25 до 22.04.26,,,,,,,,"25,00000","232,00000",,,,,,,,"10,00000",,,,"19,55000",,,,,,,,
п.45073 от 24.10.25 до 24.04.26,"350,00000","72,00000",,,,,,"12,00000",,,,"10,00000",Без дефектов,,"3,00000",,,,,,"2,00000",,,,,,,"1,02000","38,80000"
п.45074 от 23.10.25 до 23.10.27,"0,40000",,"0,26900",,,"0,02500",,,,,,,,,,,"35,00000",,,,,,,,,,,"1,38000",
п.45075 от 23.10.25 до 23.04.26,"5,90000","112,00000",,,,,,"12,00000",,,,,Без дефектов,,,,,,,,,,,,,,,"1,06000","41,90000"
п.45076 от 23.10.25 до 23.04.26,"33,50000","106,00000","0,15860","-0,05300","-0,01200",,"-0,14900","30,00000","232,00000","6,00000","1,00000","110,00000",Без дефектов,,,"1,40435","24,00000","45,46000",РРМ 310,"39,59525","18,00000","42,41327","1,5","10,00000",F,"7,00000",,"1,08000","59,60000"
п.45077 от 27.10.25 до 27.10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
п.45078 от 28.10.25 до 28.10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
п.45079 от 24.10.25 до 24.04.26,"38,20000","97,00000","0,23600","0,10100","0,14100",,"0,16000","30,00000","232,00000","6,00000","1,00000","100,00000",Без дефектов,,,"1,87531","26,00000","39,13674",РРМ 310,"45,99259","18,00000","55,33791","1,50000","10,00000",H,"7,00000",,"1,24845","60,99915"
п.45080 от 28.10.25 до 28.10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
п.45081 от 30.10.25 до 30.10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
п.45082 от 29.10.25 до 29.10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
п.45083 от 30.10.25 до 30.10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
п.45084 от 30.10.25 до 30.10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
п.45086 от 23.10.25 до 23.04.26,"32,90000","91,00000","0,52183","-0,33200","-0,17200",,"-0,36400","30,00000","232,00000","6,00000",,"100,00000",Без дефектов,,,"1,71896","29,00000","44,49499",РРМ 310,"42,70144","19,00000","51,39307","1,50000","10,00000",H,"7,00000",,"1,21821","63,54979"
п.45087 от 22.10.25 до 22.04.26,,,,,,,,,,,,,,"Прозрачная, без посторонних включений",,,,,,,,,,,,,,"0,90000",
п.45088 от 24.10.25 до 24.04.26,"25,22000","69,50000",,,,,,"27,00000","224,00000","5,00000",,"15,00000",Без дефектов,,,"1,50831","17,00000","41,38068",,"12,08293",,"13,77454",,,,,,"1,14000","54,75000"
п.45089 от 24.10.25 до 24.04.26,,"68,00000",,,,,,"27,00000","224,00000","5,00000",,,,,,"2,46968","11,00000",,PPE 100,,"12,00000","79,02968",,,,,,"1,16000","37,50000"
п.45090 от 24.10.25 до 24.04.26,"35,00000","97,00000","0,34067","-0,31100","0,01700",,"0,13800","32,00000","232,00000","6,00000","1,00000","110,00000",Без дефектов,,,"1,62932","30,00000","48,55000",РРМ 310,"39,13491","19,00000","47,11870","1,5","10,00000",F,"7,00000",,"1,20000","65,70000"
п.45091 от 01.11.25 до 01.11.27,,,"0,08100","0,01600","-0,00900","0,52900","0,07900",,,,,,,,,,"52,00000",,,,,,,,,,,"1,71000","87,15000"
п.45092 от 30.10.25 до 30.04.26,"100,00000","68,00000",,,,,,"12,00000",,"8,00000",,"40,00000",Без дефектов,,"3,00000",,,,D'LAC WEF 3020,,"4,00000",,,,,,,"1,02000","42,00000"
п.45093 от 22.10.25 до 22.04.26,,,,,,,,"25,00000","232,00000",,,,,,,,"14,00000",,,,"20,40000",,,,,,,,
п.45094 от 24.10.25 до 24.04.26,"98,72000","129,00000",,,,,,"12,00000",,,,"10,00000",Без дефектов,,,,,,,,"4,00000",,,,,,,"1,00000","37,70000"
п.45095 от 27.10.25 до 27.04.26,"90,20000","122,00000",,,,,,"12,00000",,,,"5,00000",Без дефектов,,,,"14,00000",,,,"9,00000",,,,,,,"1,05000","46,50000"
п.45096 от 24.10.25 до 24.04.26,"100,00000","76,00000",,,,,,"12,00000",,"6,00000",,"40,00000",Без дефектов,,,,,,D'LAC WEF 3020,,"2,00000",,,,,,,"1,03000","42,80000"
п.45097 от 23.10.25 до 23.04.26,"12,52000","73,00000",,,,,,"32,00000","224,00000","5,00000",,"30,00000",Без дефектов,,,"1,58070","26,66667","37,10568",,"13,47503",,"15,36153",,,,,,"1,14000","51,45000"
п.45098 от 22.10.25 до 22.04.26,,,,,,,,"25,00000","232,00000",,,,,,,,"8,00000",,,,"20,39000",,,,,,,,
п.45099 от 23.10.25 до 23.04.26,"20,50000","83,00000",,,,,,"28,00000","232,00000",,,"50,00000",Без дефектов,,"1,00000","1,61242",,"42,32557",,"14,17583","6,00000","16,86924",,"5,00000",H,,,"1,19000","57,35000"
п.45100 от 28.10.25 до 28.04.26,"39,54000","90,00000","0,48985","0,01800","0,19500",,"0,44900","30,00000","232,00000","5,20000","1,00000","100,00000",Без дефектов,,"2,00000","1,62883","26,00000","45,82453",РРМ 310,"39,28027","18,00000","46,22822","1,5","10,00000",H,"7,00000",,"1,18488","63,42214"
п.45101 от 24.10.25 до 24.04.26,"39,40000","92,50000","0,38758","-0,18400","0,07400",,"-0,33300","32,00000","235,00000","5,12000",,"120,00000",Без дефектов,,"2,00000","1,93369","25,00000","46,38438",РРМ 310,"39,10799","18,14000","51,77445","1,5","10,00000",H,"7,00000",,"1,33000","67,75000"
п.45102 от 24.10.25 до 24.04.26,"38,20000","91,50000","0,23906","-0,18700","0,05600","0,17500","0,13800","27,00000","224,00000","5,01000",,"120,00000",Без дефектов,,,"1,64406","27,66667","45,48313",РРМ 310,"38,89354","17,69000","45,90915",1,"16,00000",F,"7,00000",,"1,19000","63,35000"
п.45103 от 24.10.25 до 24.04.26,,"71,00000",,,,,,"47,00000","232,00000","6,00000",,"30,00000",Без дефектов,Белый цвет жидкого продукта,,"1,57985","15,00000","38,57955",,,,"17,88513",,,,,,"1,15000","53,00000"
п.45104 от 24.10.25 до 24.04.26,"42,50000","95,00000","0,29400","0,07200","0,27000","0,06800","0,09400","28,00000","224,00000","5,24000",,"120,00000",Без дефектов,,,"1,64406","25,00000","45,48313",РРМ 310,"39,57511","18,00000","46,71366",1,"16,00000",F,"7,00000",,"1,19000","63,35000"
п.45105 от 28.10.25 до 28.04.26,"39,60000","101,00000","0,30200","-0,19100","-0,01900",,"0,23300","28,00000","232,00000","6,00000","1,00000","110,00000",Без дефектов,,"2,00000","1,98489","27,00000","51,87500",РРМ 310,"36,62651","19,00000","52,01778","1,5","10,00000",F,"7,00000",,"1,40000","72,50000"
п.45107 от 27.10.25 до 27.10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,31000",
п.45108 от 31.10.25 до 30.04.26,"36,72000","106,00000","0,42903","-0,19600","0,07600",,"-0,37400","35,00000","249,00000","24,00000","1,00000","100,00000",Без дефектов,,,"1,76567",,"45,16364",PPU 331,"55,35426","25,00000","70,85346",1,"30,00000",H,"7,00000",,"1,28000","62,30000"
п.45109 от 27.10.25 до 27.04.26,"49,00000","91,00000","0,35400","-0,14400","-0,24200","0,49300","-0,21500","30,00000","232,00000","5,20000",,"120,00000",Без дефектов,,,"1,88540","24,00000","50,67125",РРМ 310,"35,48363","17,98000","48,05039","1,5","10,00000",H,"7,00000",,"1,34000","70,55000"
п.45110 от 27.10.25 до 27.04.26,"33,90000","88,50000","0,41209","-0,30900","-0,15400",,"-0,22500","30,00000","232,00000","6,00000",,"100,00000",Без дефектов,,,"1,65764","26,00000","39,76579",РРМ 310,"47,77976","19,00000","53,75597","1,5","10,00000",H,"7,00000",,"1,16364","58,58911"
п.45111 от 24.10.25 до 24.04.26,"39,00000","98,00000","0,64804","-0,63600","-0,12400",,"-0,00900","30,00000","232,00000","6,00000",,"100,00000",Без дефектов,,,"1,63530",,"48,02500",Полиэфирный 1311Т34 ALBA,"37,48048","18,00000","45,04265","1,5","10,00000",F,"6,00000",,"1,20000","65,35000"
п.45112 от 27.10.25 до 27.04.26,"48,40000","96,00000","0,39800","-0,01400","0,39500","0,32000","0,04800","30,00000","232,00000","3,12000",,"120,00000",Без дефектов,,,"1,57006","25,00000","50,29250",РРМ 310,"32,21156","16,20000","38,36358","1,5","10,00000",H,"7,00000",,"1,18000","66,30000"
п.45113 от 28.10.25 до 28.04.26,,"77,00000",,,,,,"47,00000","232,00000","6,00000",,"10,00000",Без дефектов,,,"1,45925","17,00000",,,,,"16,77294",,,,,,"1,11000","52,20000"
п.45114 от 28.10.25 до 28.04.26,"85,48000","145,00000",,,,,,"12,00000",,,,"10,00000",Без дефектов,,,,"7,00000",,,,"2,00000",,1,,,,,"1,42000","63,90000"
п.45115 от 29.10.25 до 29.04.26,"14,40000","55,00000",,,,,,"12,00000",,,,,Без дефектов,,,,,,,,,,,,,,,"1,10000","29,10000"
п.45116 от 24.10.25 до 24.10.27,,,"0,35900","-0,08300","-0,06500",,"-0,34300",,,,,,,,,,"30,00000",,,,,,,,,,"68,46000","1,45000","76,83333"
п.45118 от 27.10.25 до 27.10.27,,,"0,44100","-0,01400","0,27000",,"0,34800",,,,,,,,,,"28,00000",,,,,,,,,,"56,64000","1,53000",
п.45119 от 27.10.25 до 27.04.26,"5,00000","96,00000","0,14200","0,08000","0,02500",,"-0,15300","28,00000","232,00000","6,00000",,"100,00000",Без дефектов,,,"1,26542",,"49,29659",РРМ 310,"40,67107","20,00000","43,41071","1,5","10,00000",H,"7,00000",,"1,07000","58,30000"
п.45120 от 24.10.25 до 24.04.26,"85,00000","66,00000",,,,,,"480,00000",,,,"20,00000",Без дефектов,,,,"6,00000",,,,"5,00000",,2,,,,,"1,40000","65,70000"
п.45121 от 29.10.25 до 29.04.26,"101,00000","119,00000",,,,,,"12,00000",,,,"10,00000",Без дефектов,,,,"8,00000",,,,"4,00000",,,,,,,"1,14000","45,25000"
п.45122 от 27.10.25 до 27.04.26,,"75,00000",,,,,,"35,00000","231,00000",,,"50,00000",Без дефектов,,,"1,51845","24,00000","45,42216",,"11,00784","5,00000","12,87918",3,"4,00000",H,,,"1,17000","58,95000"
п.45123 от 27.10.25 до 27.04.26,"35,30000","92,00000","0,08762","-0,06200","0,05300",,"-0,03200","30,00000","232,00000","6,00000",,"100,00000",Без дефектов,,,"1,58417","30,00000","51,74557",РРМ 310,"34,78559","18,00000","42,13207","1,50000","10,00000",H,"7,00000",,"1,19443","67,68036"
п.45124 от 24.10.25 до 24.04.26,,"70,50000",,,,,,"120,00000",,,,"25,00000",Без дефектов,,,,,,,,"2,00000",,,,,,,"1,02000","42,80000"
п.45125 от 28.10.25 до 28.04.26,"41,30000","91,00000","0,30900","0,30400","0,05600",,"0,01300","30,00000","232,00000","6,05000",,"120,00000",Без дефектов,,,"1,58354","28,00000","43,07500",РРМ 310,"40,92861","17,63000","46,22166","1,5","10,00000",H,"7,00000",,"1,15000","60,40000"
п.45126 от 29.10.25 до 29.10.27,,,"0,52100","0,28000","-0,00200","0,07900","0,44000",,,,,,,,,,"70,00000",,,,,,,,,,,"1,72300","83,70000"
п.45127 от 24.10.25 до 24.04.26,"37,80000","97,00000","0,35900","-0,13400","0,21100",,"0,25800","30,00000","232,00000","5,59000",,"120,00000",Без дефектов,,"2,00000","1,67364","29,00000","41,44250",РРМ 310,"41,51257","17,51000","48,59946","1,5","10,00000",H,"7,00000",,"1,18000","60,30000"
п.45130 от 30.10.25 до 30.10.27,,,,,,,,,,,,,,,,,"60,00000",,,,,,,,,,,"1,76000",
